Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
6,8.2,Yes,4,High,Low,46,Low,1,3.3,Sick,Distracting,No,2,0,Revision,51.0
2,5.6,Yes,2,Medium,Medium,99,Low,5,0.2,Sick,Distracting,Yes,2,2,Revision,65.8
3,5.7,No,7,High,Low,92,High,5,3.8,Sick,Distracting,Yes,4,1,First Time,24.8
6,8.5,Yes,2,High,High,79,Low,5,2.3,Okay,Quiet,No,4,3,First Time,81.4
4,6.1,No,4,Medium,Medium,96,Low,3,2.8,Healthy,Quiet,No,2,0,Revision,57.6
2,7.9,No,7,Low,Low,91,Low,3,2.9,Healthy,Quiet,No,3,3,First Time,37.4
0,5.2,No,1,Medium,High,50,High,5,1.2,Okay,Distracting,No,2,0,First Time,41.0
6,8.7,No,1,Low,Low,83,Low,2,3.2,Healthy,Distracting,Yes,2,2,First Time,62.2
5,6.9,Yes,6,High,Low,71,Medium,5,3.8,Okay,Distracting,No,3,2,First Time,53.2
9,7.8,No,2,High,Low,89,High,5,1.5,Okay,Quiet,Yes,0,0,Revision,89.4
6,4.4,No,2,High,Medium,89,High,5,3.3,Okay,Distracting,Yes,2,0,Revision,66.2
1,6.5,Yes,2,High,Medium,71,High,2,3.1,Healthy,Distracting,No,2,1,First Time,46.8
3,8.5,Yes,7,Medium,High,98,Low,2,2.4,Okay,Distracting,Yes,3,0,Revision,58.2
1,8.4,Yes,1,High,Low,70,High,5,1.5,Okay,Quiet,Yes,4,0,Revision,65.2
7,4.2,Yes,3,Low,Low,87,Low,4,1.7,Sick,Quiet,Yes,0,2,Revision,87.0
6,5.5,Yes,4,Low,Medium,59,Medium,1,1.2,Sick,Distracting,No,2,0,Revision,72.6
0,6.2,Yes,4,High,Medium,93,High,3,1.7,Okay,Quiet,No,1,1,Revision,51.0
1,4.9,No,5,Medium,Low,45,High,1,4.0,Okay,Distracting,No,2,2,First Time,15.8
1,7.6,No,5,High,Low,89,High,3,1.5,Sick,Quiet,Yes,1,2,First Time,28.8
3,4.9,Yes,3,High,Low,88,Medium,1,2.7,Sick,Distracting,No,1,2,First Time,34.4
2,5.7,Yes,2,Low,Medium,57,Low,2,1.3,Healthy,Quiet,No,0,2,Revision,73.8
0,7.3,No,3,Medium,Low,95,High,5,1.9,Healthy,Distracting,Yes,2,2,First Time,40.6
1,6.4,Yes,7,Medium,Low,60,Medium,3,0.3,Sick,Distracting,No,4,1,Revision,39.2
8,7.7,Yes,7,Low,Medium,42,Low,5,3.1,Healthy,Distracting,Yes,0,2,First Time,88.4
0,8.8,Yes,5,Low,Medium,80,High,5,2.6,Healthy,Distracting,No,3,2,First Time,52.2
8,4.6,No,6,Low,Medium,67,Low,2,1.4,Healthy,Distracting,Yes,4,1,First Time,67.4
6,7.5,Yes,5,Medium,Medium,67,High,3,2.1,Okay,Quiet,No,2,3,First Time,79.8
1,5.2,No,4,Low,Low,71,Medium,4,3.5,Sick,Distracting,No,2,0,First Time,20.4
1,6.1,No,7,Low,Medium,78,Low,2,0.2,Healthy,Quiet,No,3,1,Revision,44.8
4,4.2,No,3,Low,Medium,63,Medium,5,3.7,Sick,Distracting,Yes,3,1,Revision,55.0
4,4.7,Yes,1,High,Low,93,High,3,1.9,Okay,Distracting,Yes,0,1,First Time,59.6
3,5.6,Yes,5,Medium,High,46,Medium,2,3.4,Healthy,Quiet,No,4,3,First Time,65.4
9,5.7,No,4,Medium,Low,58,Low,2,3.4,Okay,Distracting,Yes,0,3,First Time,63.6
9,8.5,No,2,High,Low,40,Low,4,0.2,Okay,Distracting,No,2,1,First Time,63.6
2,7.7,Yes,3,Medium,Low,72,High,1,3.1,Healthy,Distracting,No,2,1,Revision,55.4
3,8.9,No,5,Low,Low,72,Low,3,2.9,Okay,Distracting,No,4,2,Revision,39.4
9,7.0,Yes,1,High,Low,50,High,3,0.2,Sick,Quiet,No,0,3,First Time,92.6
3,5.2,No,5,Low,Low,98,Medium,3,3.8,Okay,Distracting,Yes,3,2,First Time,37.8
1,5.6,Yes,1,Low,Low,99,Medium,3,2.5,Okay,Distracting,No,4,3,First Time,51.2
4,5.6,Yes,3,Low,High,62,Medium,1,0.7,Healthy,Quiet,No,2,3,First Time,82.8
4,5.6,No,6,Low,Low,89,High,2,0.5,Sick,Quiet,Yes,4,3,Revision,60.2
4,7.4,No,1,Medium,Low,84,Medium,2,2.2,Sick,Quiet,Yes,4,2,First Time,50.8
9,6.7,Yes,1,High,Low,67,High,1,0.2,Healthy,Distracting,Yes,1,0,First Time,93.0
0,5.9,No,4,High,Low,93,Medium,2,0.7,Healthy,Quiet,No,4,1,First Time,24.4
5,4.7,No,6,Low,Low,86,Medium,1,3.8,Healthy,Distracting,No,3,3,Revision,50.8
1,4.1,No,3,High,High,56,Low,1,3.0,Sick,Distracting,No,4,0,First Time,12.2
6,5.1,Yes,5,High,Medium,49,Medium,2,2.5,Healthy,Quiet,Yes,1,2,First Time,74.2
3,4.5,No,6,Low,Medium,47,Medium,2,0.8,Healthy,Distracting,No,1,2,Revision,51.4
4,7.9,No,2,Low,Low,92,High,1,0.9,Sick,Quiet,Yes,3,3,Revision,66.4
4,4.6,No,3,Medium,High,48,Low,4,1.8,Healthy,Distracting,Yes,3,1,First Time,56.6
4,7.6,No,6,Medium,High,58,High,5,3.0,Healthy,Distracting,Yes,4,2,Revision,69.8
1,5.9,Yes,3,Low,High,89,Medium,3,0.0,Okay,Quiet,No,0,1,Revision,72.8
4,4.4,No,2,Medium,Medium,47,Medium,1,0.2,Okay,Distracting,Yes,2,3,First Time,52.4
2,8.1,Yes,5,Medium,Medium,98,Low,2,3.5,Sick,Distracting,Yes,2,1,Revision,45.8
3,6.9,Yes,7,High,High,44,Medium,1,3.3,Okay,Distracting,Yes,4,1,Revision,55.2
1,5.2,No,4,Low,Medium,53,High,2,2.8,Healthy,Quiet,No,1,2,First Time,43.8
3,8.5,No,6,High,Medium,84,High,1,2.0,Sick,Distracting,Yes,0,1,First Time,27.0
8,4.2,Yes,5,High,Low,72,Low,2,0.6,Healthy,Quiet,Yes,2,0,Revision,84.2
7,5.0,No,2,Low,Low,82,Medium,4,0.4,Okay,Quiet,No,3,1,First Time,71.2
2,7.8,No,5,High,Low,83,Low,5,3.6,Okay,Quiet,Yes,4,1,Revision,38.2
0,7.5,Yes,3,Medium,High,77,Medium,2,1.5,Okay,Distracting,No,2,3,First Time,49.0
0,5.4,No,4,Medium,Low,51,Medium,4,2.8,Healthy,Distracting,No,3,1,Revision,30.2
5,4.3,No,1,Medium,High,42,Medium,5,1.8,Sick,Quiet,No,1,2,First Time,63.0
2,8.3,No,6,Medium,Low,79,High,2,2.9,Healthy,Quiet,No,3,3,Revision,45.6
3,5.6,Yes,5,Medium,High,68,Low,3,0.8,Okay,Distracting,No,1,0,Revision,62.6
0,5.0,No,1,High,Medium,61,High,1,1.9,Sick,Distracting,Yes,2,0,First Time,21.2
7,6.6,Yes,4,Low,High,73,High,1,1.5,Healthy,Quiet,Yes,0,1,Revision,100.0
0,8.6,Yes,7,High,Medium,45,High,1,1.0,Sick,Quiet,No,1,1,Revision,35.8
4,4.2,Yes,1,High,Low,74,Low,2,2.4,Healthy,Quiet,No,3,1,Revision,63.6
5,7.8,No,5,Medium,Medium,78,High,3,2.1,Okay,Distracting,Yes,0,0,First Time,54.2
1,6.9,No,2,Medium,Medium,55,High,3,2.0,Sick,Quiet,No,1,0,First Time,37.8
6,6.1,Yes,6,High,Low,70,Medium,3,2.4,Healthy,Quiet,Yes,0,2,First Time,71.4
6,7.7,Yes,3,High,High,88,Medium,5,0.6,Sick,Quiet,Yes,3,3,First Time,87.4
0,8.8,No,7,Low,High,83,High,2,1.5,Healthy,Distracting,Yes,3,2,Revision,47.4
3,5.1,No,3,Low,High,54,Low,4,1.3,Healthy,Distracting,Yes,0,3,First Time,62.6
3,4.7,Yes,6,Low,Low,85,High,5,3.1,Sick,Distracting,No,2,0,Revision,54.2
4,8.6,No,1,Low,High,40,Low,2,0.1,Healthy,Quiet,Yes,3,0,First Time,72.6
0,7.3,Yes,3,Low,Medium,97,Medium,3,1.1,Sick,Distracting,Yes,4,1,First Time,48.2
0,6.2,Yes,6,Medium,Low,83,Low,2,3.7,Okay,Quiet,Yes,1,0,First Time,32.0
6,6.9,No,6,Low,High,59,High,3,1.2,Healthy,Quiet,Yes,0,1,First Time,81.4
8,7.7,No,3,High,Medium,62,Medium,4,0.6,Healthy,Distracting,Yes,1,1,Revision,83.4
0,7.9,No,2,Medium,Medium,59,Low,3,3.0,Okay,Distracting,Yes,2,0,First Time,27.2
1,8.6,Yes,1,High,High,71,High,5,0.2,Sick,Quiet,Yes,3,2,First Time,66.4
5,6.1,No,2,Medium,Low,85,High,2,1.7,Healthy,Distracting,Yes,1,2,First Time,60.8
5,5.5,No,2,Medium,Medium,87,Low,1,3.4,Sick,Quiet,Yes,2,1,Revision,55.2
1,7.2,Yes,4,Low,Medium,64,Low,3,3.8,Sick,Quiet,Yes,2,3,Revision,61.0
8,6.1,Yes,1,High,Medium,86,Low,3,1.0,Healthy,Quiet,Yes,0,3,Revision,100.0
3,7.0,No,7,Low,Medium,47,High,1,1.2,Healthy,Quiet,No,4,3,Revision,62.6
6,6.1,No,2,High,High,92,Medium,5,2.3,Okay,Quiet,No,3,0,First Time,66.6
5,4.8,Yes,5,High,Low,72,Medium,4,0.9,Sick,Distracting,No,2,2,Revision,57.8
2,6.3,Yes,3,Low,Medium,84,High,4,0.6,Okay,Quiet,No,3,1,Revision,77.4
7,7.5,No,1,Low,Medium,69,Low,5,1.7,Okay,Distracting,Yes,0,1,First Time,76.6
6,8.0,No,4,Medium,Medium,42,High,2,0.3,Okay,Distracting,No,3,0,First Time,57.4
8,6.5,Yes,2,Medium,Low,63,High,4,3.6,Sick,Quiet,No,0,3,First Time,84.8
2,4.8,No,5,Medium,Medium,51,High,5,1.3,Sick,Quiet,No,0,3,Revision,50.0
0,6.1,Yes,3,High,Low,70,High,3,1.3,Okay,Distracting,No,4,0,First Time,34.6
1,7.9,Yes,3,Low,Low,46,Medium,1,3.2,Okay,Quiet,Yes,3,0,Revision,57.8
0,6.1,No,7,Medium,Low,79,Low,2,1.4,Okay,Quiet,No,0,1,First Time,14.4
4,7.5,No,5,Low,Low,56,High,2,3.0,Sick,Quiet,No,4,2,First Time,44.0
9,6.5,Yes,1,Medium,High,89,High,3,0.7,Okay,Distracting,No,4,2,First Time,100.0
1,5.2,Yes,3,Medium,High,49,Low,4,2.1,Healthy,Distracting,No,3,2,Revision,62.2
2,8.0,Yes,3,Low,High,54,Low,2,3.1,Healthy,Distracting,No,0,3,Revision,69.8
7,4.4,No,3,Medium,Medium,94,High,1,1.8,Okay,Quiet,No,2,1,Revision,70.2
9,6.6,Yes,6,Low,Low,60,High,3,0.3,Sick,Distracting,No,3,1,Revision,89.6
4,5.0,Yes,2,Medium,Low,60,Low,2,2.9,Okay,Distracting,No,0,0,First Time,48.2
3,4.3,Yes,2,Low,High,99,Low,3,2.0,Healthy,Distracting,Yes,1,0,First Time,70.6
4,6.5,No,3,Medium,High,68,Medium,4,1.3,Okay,Quiet,No,0,1,Revision,68.4
9,6.5,Yes,4,Medium,Low,81,High,5,4.0,Okay,Distracting,No,2,1,First Time,82.0
5,7.5,No,6,High,High,80,Low,3,3.5,Healthy,Distracting,No,1,0,First Time,44.0
6,7.7,No,3,Low,Medium,40,Low,4,0.2,Sick,Quiet,No,1,2,Revision,74.2
8,7.6,Yes,1,Medium,Medium,60,Medium,2,2.4,Healthy,Distracting,Yes,2,3,First Time,96.0
0,6.0,Yes,7,High,Medium,94,Medium,2,1.4,Okay,Distracting,No,1,2,First Time,28.2
3,7.2,Yes,7,Low,Low,44,Low,4,0.1,Sick,Quiet,No,3,2,First Time,54.4
8,6.9,No,6,Medium,High,54,High,2,0.0,Sick,Distracting,No,3,3,First Time,69.8
4,6.1,Yes,4,Medium,Medium,85,High,2,2.3,Sick,Distracting,No,1,0,Revision,61.6
7,7.0,No,1,Medium,Medium,65,High,2,1.3,Healthy,Distracting,No,3,3,Revision,85.4
0,8.7,No,5,Low,Medium,50,Medium,4,2.8,Sick,Distracting,Yes,0,2,First Time,27.0
3,5.0,No,5,High,Medium,94,Low,4,1.8,Sick,Distracting,No,3,1,Revision,31.4
8,8.5,No,2,Medium,Medium,88,Low,3,3.1,Healthy,Quiet,Yes,2,1,Revision,84.8
0,4.3,No,6,High,High,60,Medium,1,3.3,Sick,Quiet,Yes,3,0,Revision,23.0
0,5.5,No,2,Low,Medium,85,High,5,2.6,Healthy,Quiet,Yes,1,3,Revision,64.8
3,5.4,Yes,2,Low,Medium,45,Low,2,1.7,Healthy,Distracting,Yes,1,2,Revision,76.4
2,7.1,Yes,6,Medium,Medium,93,High,1,4.0,Healthy,Quiet,Yes,0,1,First Time,56.8
6,4.7,No,7,Medium,Low,43,Low,1,1.2,Okay,Quiet,Yes,3,0,First Time,45.0
2,8.4,No,5,Medium,High,84,Medium,4,2.1,Okay,Distracting,No,1,2,Revision,47.0
0,8.1,Yes,6,High,Medium,60,Medium,4,2.1,Sick,Distracting,Yes,2,1,First Time,30.6
9,7.3,Yes,1,High,High,95,High,1,1.7,Sick,Quiet,Yes,3,2,First Time,98.0
1,6.3,Yes,4,Medium,Medium,93,Medium,4,0.5,Healthy,Quiet,No,1,0,First Time,59.6
9,8.7,Yes,2,Low,Low,56,Low,3,1.4,Sick,Distracting,Yes,2,1,First Time,83.8
3,8.2,No,7,Low,Low,92,Medium,3,0.9,Sick,Distracting,No,1,0,First Time,28.8
0,6.5,Yes,5,Medium,Low,70,High,5,3.6,Sick,Quiet,Yes,3,1,Revision,49.8
0,7.5,No,2,High,Low,83,Medium,5,2.6,Sick,Quiet,Yes,4,1,First Time,26.8
7,6.8,No,7,Low,Medium,62,Low,5,1.2,Okay,Quiet,Yes,4,1,First Time,72.2
6,6.9,Yes,3,High,High,71,Medium,2,2.3,Okay,Distracting,Yes,2,2,Revision,84.2
7,5.7,Yes,4,Medium,Medium,83,Low,3,3.4,Sick,Quiet,Yes,0,0,First Time,72.6
3,6.3,No,1,High,Low,95,High,2,3.7,Sick,Distracting,No,4,0,Revision,35.2
5,4.4,No,2,High,Low,75,Low,3,0.3,Sick,Quiet,Yes,4,2,Revision,55.2
2,5.8,No,3,High,Medium,73,Medium,1,3.1,Healthy,Distracting,Yes,0,0,First Time,33.4
7,7.5,No,3,Low,Medium,91,Medium,2,3.9,Okay,Distracting,No,1,2,Revision,70.2
3,8.8,Yes,7,High,High,45,High,5,1.9,Sick,Distracting,Yes,0,1,First Time,52.6
2,8.8,Yes,4,High,High,77,Medium,3,4.0,Healthy,Quiet,Yes,4,2,First Time,60.4
3,6.8,Yes,5,High,High,61,High,5,3.8,Okay,Distracting,Yes,0,3,First Time,65.0
5,7.0,Yes,5,Medium,High,72,High,4,2.6,Okay,Distracting,Yes,1,2,Revision,86.8
6,4.9,Yes,2,High,Low,50,Low,3,3.4,Okay,Quiet,No,4,2,First Time,62.0
6,7.5,No,2,High,Low,94,Medium,3,1.2,Sick,Quiet,Yes,2,3,Revision,67.6
3,4.4,No,5,Low,High,62,Low,5,3.7,Okay,Distracting,No,2,1,First Time,40.4
7,5.4,Yes,1,Medium,High,92,High,5,2.4,Sick,Distracting,No,1,1,Revision,92.0
6,7.3,Yes,1,High,Low,83,High,5,2.0,Sick,Quiet,No,0,2,First Time,75.4
1,5.6,No,3,Low,Low,75,High,3,3.3,Okay,Distracting,Yes,0,1,First Time,34.6
7,4.2,No,4,Low,Low,67,Low,1,3.6,Sick,Quiet,Yes,2,3,First Time,54.2
8,8.2,Yes,1,High,High,87,Low,4,2.8,Healthy,Distracting,No,4,1,Revision,94.0
4,5.6,Yes,2,Low,High,98,High,5,0.1,Healthy,Distracting,No,3,1,First Time,87.0
3,4.3,No,7,Low,Low,58,Medium,1,2.4,Healthy,Quiet,Yes,3,1,Revision,47.8
3,4.4,Yes,1,Low,Low,98,Medium,5,3.3,Okay,Quiet,No,1,2,First Time,65.2
3,5.3,Yes,4,Low,Medium,82,Medium,3,2.2,Healthy,Distracting,No,2,1,First Time,61.2
5,4.9,No,2,High,Medium,82,High,1,3.7,Okay,Distracting,No,1,3,First Time,44.4
3,7.9,No,4,High,Low,52,High,3,3.6,Sick,Distracting,No,1,0,Revision,31.0
6,5.6,No,5,Low,Low,52,Medium,2,2.1,Sick,Distracting,No,2,0,First Time,43.0
6,8.0,Yes,4,High,Medium,47,Low,5,1.6,Okay,Quiet,Yes,4,2,Revision,85.8
4,4.9,No,4,High,High,82,Medium,4,0.2,Okay,Distracting,No,4,1,Revision,54.4
4,6.5,Yes,4,Low,Low,87,Low,1,2.5,Sick,Quiet,Yes,3,1,Revision,65.0
9,7.4,No,2,Low,Low,52,Medium,2,1.1,Okay,Quiet,No,1,0,First Time,79.0
7,7.3,Yes,4,Low,Low,95,High,5,2.7,Okay,Quiet,Yes,0,3,First Time,95.0
6,7.0,Yes,4,High,High,74,Medium,2,3.2,Sick,Distracting,No,1,1,First Time,60.6
6,8.6,No,7,High,Medium,66,Low,1,1.6,Healthy,Distracting,No,4,2,First Time,41.6
5,5.1,Yes,7,Medium,High,50,Low,4,0.1,Sick,Distracting,Yes,0,3,Revision,75.0
6,6.5,Yes,6,Medium,High,60,Medium,1,3.5,Sick,Distracting,No,3,0,First Time,58.0
6,8.4,No,6,Low,Low,47,High,4,2.2,Okay,Distracting,Yes,4,2,First Time,59.8
9,4.4,Yes,7,Medium,Low,81,High,3,1.3,Okay,Quiet,Yes,2,0,Revision,92.2
1,4.3,No,3,High,Medium,65,Low,5,2.5,Sick,Quiet,Yes,0,2,Revision,37.6
9,5.2,Yes,2,Medium,High,69,High,2,2.7,Sick,Distracting,Yes,2,2,First Time,92.0
1,7.2,No,6,Medium,Medium,61,Medium,3,0.6,Healthy,Distracting,Yes,3,1,First Time,38.4
9,5.3,No,4,Low,High,89,Low,5,2.6,Sick,Quiet,Yes,3,1,First Time,82.4
6,5.0,Yes,1,High,Low,88,Low,2,1.1,Sick,Distracting,Yes,2,1,Revision,66.8
9,6.3,No,4,High,Medium,78,Medium,3,3.2,Sick,Quiet,No,3,1,First Time,62.2
6,7.1,No,1,High,High,89,Medium,5,3.8,Healthy,Quiet,Yes,1,1,Revision,85.2
6,5.2,Yes,7,High,Low,49,Medium,5,0.4,Sick,Distracting,Yes,1,0,First Time,57.6
4,5.5,No,7,Medium,Low,65,High,3,3.7,Healthy,Distracting,No,4,2,First Time,37.6
0,7.1,No,5,Low,High,91,High,1,3.6,Healthy,Quiet,Yes,1,2,Revision,54.6
1,8.7,No,5,Medium,Low,66,High,4,1.4,Sick,Distracting,No,3,1,Revision,28.8
8,7.4,No,7,High,High,61,Medium,4,0.1,Healthy,Distracting,Yes,0,3,First Time,78.0
7,7.9,Yes,7,Low,High,52,High,1,2.7,Okay,Quiet,No,2,2,Revision,90.8
7,5.8,No,2,Low,High,78,High,5,1.4,Healthy,Distracting,No,0,2,First Time,86.8
9,5.4,No,2,High,High,94,Medium,2,0.8,Okay,Quiet,Yes,1,1,First Time,82.2
0,6.3,No,7,High,Low,46,Medium,1,0.4,Okay,Quiet,Yes,0,2,Revision,27.8
5,8.0,Yes,5,Low,High,91,Medium,5,0.8,Okay,Distracting,No,4,3,Revision,89.4
8,6.3,Yes,2,High,High,82,Low,3,0.9,Sick,Quiet,No,0,2,First Time,84.8
7,8.2,No,7,High,High,81,Medium,3,3.2,Sick,Quiet,No,1,2,Revision,60.2
2,8.9,No,1,High,Low,97,Medium,5,3.1,Healthy,Distracting,No,3,2,Revision,44.0
3,4.4,Yes,1,High,Medium,51,High,3,2.0,Sick,Distracting,Yes,4,2,Revision,63.8
2,4.2,No,3,Low,High,52,Low,4,2.2,Healthy,Distracting,No,4,1,First Time,45.0
5,4.7,No,2,Low,Medium,51,High,1,3.7,Sick,Quiet,No,3,3,First Time,55.0
8,5.9,No,2,Medium,Medium,51,Low,4,3.6,Healthy,Quiet,Yes,4,1,Revision,86.6
7,4.7,No,3,Medium,High,77,Medium,5,3.3,Sick,Quiet,Yes,4,2,Revision,79.8
9,8.4,Yes,4,Low,Medium,42,Low,1,1.5,Healthy,Distracting,No,2,1,First Time,86.2
3,4.1,Yes,1,Medium,Medium,47,Medium,3,1.5,Okay,Quiet,No,0,3,First Time,66.2
1,5.6,Yes,4,High,High,88,Low,1,3.6,Healthy,Quiet,No,2,1,First Time,43.0
7,4.9,Yes,6,High,Low,70,High,1,3.7,Okay,Quiet,Yes,2,3,First Time,67.4
7,8.7,Yes,3,Low,Medium,52,Low,3,3.2,Okay,Quiet,No,2,1,First Time,79.2
5,7.3,No,6,Medium,High,47,Low,2,3.0,Healthy,Quiet,No,1,1,Revision,62.4
7,8.6,Yes,7,High,High,76,Medium,3,2.2,Okay,Distracting,No,3,3,First Time,69.4
8,8.9,No,6,Medium,Medium,63,High,4,1.4,Sick,Quiet,Yes,2,3,First Time,73.4
0,6.5,Yes,2,Low,Medium,67,High,2,1.0,Healthy,Distracting,Yes,2,1,Revision,69.0
8,5.2,No,4,Low,Medium,43,Medium,4,0.6,Sick,Quiet,Yes,1,2,Revision,87.2
1,5.0,Yes,2,Medium,High,55,Medium,5,2.9,Sick,Quiet,No,2,3,Revision,65.2
0,5.1,Yes,7,Low,High,57,High,4,3.1,Healthy,Quiet,No,3,3,First Time,58.0
7,7.5,No,3,High,Low,43,Low,1,1.4,Sick,Distracting,No,0,3,Revision,52.2
7,4.2,No,5,High,Low,82,High,5,0.0,Healthy,Distracting,Yes,4,3,First Time,67.4
3,4.3,No,2,Medium,High,79,High,2,3.8,Healthy,Quiet,No,2,1,Revision,60.0
7,7.0,Yes,6,Medium,Low,97,High,4,1.7,Sick,Quiet,No,4,1,First Time,72.6
6,7.2,Yes,7,Low,Medium,72,Medium,5,3.9,Healthy,Distracting,Yes,2,0,Revision,86.8
1,7.3,No,6,Low,Low,98,Medium,4,2.7,Healthy,Quiet,No,0,1,First Time,37.0
4,5.9,Yes,4,Medium,Low,84,Low,1,0.5,Healthy,Distracting,No,2,2,First Time,55.8
9,8.0,No,4,Low,High,92,Low,1,1.3,Sick,Distracting,Yes,2,1,First Time,72.4
3,6.7,Yes,3,Medium,High,66,High,2,2.6,Healthy,Distracting,No,3,0,First Time,66.2
2,4.5,No,4,Medium,Medium,93,Medium,3,2.6,Okay,Distracting,No,0,3,Revision,40.8
0,8.0,No,1,High,Low,75,High,3,0.9,Okay,Distracting,Yes,2,2,Revision,39.2
4,8.8,Yes,2,Low,High,43,Medium,1,0.7,Okay,Distracting,Yes,1,1,Revision,82.0
9,4.3,No,7,Medium,High,75,High,5,1.1,Sick,Quiet,No,4,0,First Time,73.4
7,6.0,Yes,7,High,High,52,Low,2,3.1,Sick,Distracting,Yes,1,0,Revision,67.8
8,6.4,Yes,6,Medium,Medium,90,High,4,1.0,Sick,Distracting,No,0,1,Revision,84.8
6,4.7,Yes,1,Low,Medium,87,Medium,4,2.8,Healthy,Quiet,Yes,2,1,Revision,100.0
0,8.3,No,3,High,Low,99,Medium,5,3.5,Healthy,Quiet,No,4,1,Revision,34.4
0,5.4,No,6,Low,Medium,53,High,3,1.6,Sick,Quiet,No,3,0,First Time,27.6
0,7.9,No,1,High,Low,81,Low,1,0.0,Sick,Distracting,No,3,3,Revision,23.2
1,7.4,Yes,7,Low,Low,76,High,1,0.6,Okay,Distracting,Yes,4,3,First Time,49.0
0,7.0,Yes,1,Medium,Low,86,High,2,1.2,Okay,Quiet,Yes,0,2,Revision,64.6
3,5.0,No,7,Medium,High,45,Medium,1,0.8,Okay,Distracting,No,1,1,First Time,33.4
9,5.1,Yes,6,Medium,High,90,Medium,3,1.2,Okay,Distracting,Yes,1,1,Revision,96.8
8,4.2,Yes,2,Low,High,53,Low,3,2.2,Sick,Quiet,Yes,1,3,Revision,100.0
3,5.2,Yes,2,High,Medium,98,High,5,0.1,Sick,Distracting,Yes,0,1,First Time,61.2
3,5.7,No,5,Low,High,82,Low,2,0.3,Okay,Distracting,No,2,2,Revision,53.8
6,8.2,No,1,Medium,Low,42,High,2,3.4,Okay,Quiet,No,0,3,Revision,69.8
8,5.8,No,2,Low,Medium,64,Low,1,2.1,Okay,Quiet,Yes,3,1,First Time,75.4
6,7.8,Yes,7,High,Medium,73,High,4,3.7,Sick,Distracting,No,2,0,Revision,62.0
0,6.2,Yes,1,Medium,High,45,Low,2,0.0,Sick,Quiet,No,3,0,First Time,49.4
0,7.9,No,1,Low,High,95,High,1,0.0,Sick,Quiet,No,2,2,First Time,45.2
3,8.9,No,3,Medium,High,79,Medium,4,3.0,Healthy,Distracting,No,3,3,First Time,52.2
3,5.2,No,3,Low,High,40,High,1,1.9,Sick,Distracting,No,0,2,Revision,52.6
0,8.3,Yes,6,Low,Medium,99,High,5,3.7,Healthy,Distracting,No,0,1,Revision,55.0
5,7.1,No,1,Medium,Medium,85,Medium,2,3.1,Sick,Quiet,Yes,4,3,Revision,69.6
9,8.1,No,3,High,Low,87,High,1,2.0,Sick,Distracting,Yes,4,1,Revision,66.8
1,7.3,No,7,Medium,Medium,88,Low,5,1.9,Healthy,Distracting,No,2,1,Revision,37.6
4,6.1,Yes,6,High,Medium,47,High,1,3.2,Okay,Quiet,Yes,4,0,Revision,64.8
7,5.1,No,2,Medium,High,56,Low,3,3.2,Okay,Distracting,No,0,0,Revision,67.8
2,4.4,Yes,1,Medium,Low,52,Medium,1,1.1,Healthy,Distracting,No,4,2,Revision,58.6
8,6.7,No,3,Medium,Medium,58,Low,3,2.7,Healthy,Quiet,No,0,0,First Time,73.0
6,9.0,Yes,2,Low,High,80,Medium,2,2.6,Healthy,Distracting,No,3,1,First Time,81.8
8,7.7,No,1,Low,High,74,Low,1,3.4,Sick,Quiet,Yes,2,2,First Time,77.8
0,5.6,No,6,High,Low,89,Medium,5,3.5,Healthy,Quiet,Yes,4,2,Revision,35.2
4,8.1,Yes,1,Medium,Medium,72,High,2,1.1,Sick,Quiet,Yes,2,1,Revision,80.6
2,7.8,No,3,Low,Medium,84,Low,2,3.5,Healthy,Distracting,No,1,1,First Time,37.4
3,5.4,No,2,Low,Medium,84,Medium,3,3.7,Healthy,Quiet,No,1,3,First Time,57.4
3,4.1,No,1,Medium,Medium,83,High,2,0.4,Healthy,Quiet,No,3,1,First Time,55.4
6,4.6,No,1,Medium,Low,72,High,1,2.3,Okay,Quiet,Yes,4,1,First Time,60.6
9,8.4,Yes,7,Medium,High,81,Medium,1,1.7,Healthy,Distracting,Yes,2,0,Revision,95.8
7,8.2,Yes,6,High,High,90,Medium,3,1.6,Sick,Distracting,Yes,4,0,Revision,77.4
9,5.5,Yes,5,Medium,Low,93,Low,1,2.8,Okay,Quiet,No,0,0,Revision,80.4
4,5.4,Yes,1,Low,Medium,78,Medium,3,0.5,Okay,Quiet,No,2,0,Revision,84.8
9,8.0,Yes,5,Low,High,85,High,4,3.3,Okay,Distracting,No,2,0,First Time,93.4
6,8.7,Yes,5,Medium,Medium,77,Medium,3,0.1,Okay,Quiet,No,4,3,Revision,86.4
2,7.9,Yes,2,High,High,77,Low,5,2.3,Okay,Distracting,No,4,1,First Time,52.6
2,7.0,Yes,4,High,Medium,48,Low,5,0.9,Okay,Distracting,Yes,0,3,Revision,65.2
2,5.2,No,6,Low,Low,91,Low,1,2.7,Healthy,Quiet,No,2,3,First Time,34.0
3,6.6,No,5,High,Medium,87,Low,4,2.1,Healthy,Distracting,No,2,2,Revision,46.0
